mode,load,0_densenet201-2,1_inception_v3-8,2_resnet101-2
mps-uncap,0.8,18.29051971435547,9.26518440246582,9.190082550048828
mps-uncap,0.9,16.584396362304688,8.793115615844727,8.89444351196289
mps-uncap,1.0,16.240358352661133,9.267091751098633,7.874488830566406
mps-uncap,0.5,22.08113670349121,12.235879898071289,11.81793212890625
mps-uncap,0.6,21.869182586669922,11.70802116394043,9.973287582397461
mps-uncap,0.7,16.334056854248047,9.609699249267578,9.555578231811523
mps-uncap,0.1,31.952381134033203,14.585733413696289,15.926122665405273
mps-uncap,0.2,30.93552589416504,21.828889846801758,15.106439590454102
mps-uncap,0.3,22.460460662841797,15.311956405639648,13.911962509155273
mps-uncap,0.4,22.529125213623047,14.874696731567383,13.996601104736328
