mode,load,0_densenet201-2,1_inception_v3-8,2_resnet101-2
mps-uncap,0.8,146.2127590179441,57.12920665740962,39.88491535186768
mps-uncap,0.9,178.770272731781,109.40008163452143,83.37543010711688
mps-uncap,1.0,603.2295894622805,616.5428090095519,169.7017788887024
mps-uncap,0.5,51.1871790885926,28.092796802520763,27.355372905731205
mps-uncap,0.6,56.509876251220746,26.6668891906739,27.199268341064453
mps-uncap,0.7,88.79320144653319,33.6480236053467,34.958071708679206
mps-uncap,0.1,44.132034778594964,25.592317581176754,27.142677307128874
mps-uncap,0.2,50.89914798736571,32.923736572265625,32.39953041076659
mps-uncap,0.3,44.88895416259765,32.0487022399901,30.289316177368157
mps-uncap,0.4,46.45767211914063,28.59762907028196,26.512870788574205
