mode,load,0_densenet201-2,1_inception_v3-8,2_resnet101-2
mps-uncap,0.8,11.997222900390625,4.949331283569336,4.910707473754883
mps-uncap,0.9,12.360811233520508,4.863739013671875,4.881143569946289
mps-uncap,1.0,12.25423812866211,4.911899566650391,5.0067901611328125
mps-uncap,0.5,12.132883071899414,4.827260971069336,4.9343109130859375
mps-uncap,0.6,11.913537979125977,4.72259521484375,4.990577697753906
mps-uncap,0.7,11.845111846923828,4.825353622436523,4.976034164428711
mps-uncap,0.1,12.272119522094727,4.90570068359375,5.032539367675781
mps-uncap,0.2,12.161731719970703,4.787445068359375,5.110263824462891
mps-uncap,0.3,12.153148651123047,4.913330078125,4.940509796142578
mps-uncap,0.4,12.263774871826172,4.880428314208984,5.051612854003906
