mode,load,0_densenet169-32,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,718.9070298400038,442.5194884739613,455.66034185216466
mps-uncap,0.9,852.2243018549352,498.19801111679567,522.4579626680995
mps-uncap,1.0,898.4706575122118,550.5830572073631,576.3519315680526
mps-uncap,0.5,478.2474819944832,282.4444218336947,292.9265259355056
mps-uncap,0.6,529.1161954753304,332.8935376226203,352.85873083770764
mps-uncap,0.7,651.7540372059672,387.62728749266137,403.62737637766486
mps-uncap,0.1,100.47206729939555,55.19031307405427,59.92035065773951
mps-uncap,0.2,197.37887672253638,104.70727985861512,115.00591588891496
mps-uncap,0.3,287.3742045144204,165.21069277218484,173.65778105105687
mps-uncap,0.4,371.90363346514016,209.16554809876098,227.86697255693866
