mode,load,0_densenet169-32,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,177.93157815933233,167.82944202423073,20.782113075256348
mps-uncap,0.9,412.03119039535505,299.4392490386962,28.312015533447244
mps-uncap,1.0,3808.1369853019705,1475.6026339530943,98.7438058853148
mps-uncap,0.5,92.5273394584656,45.18458843231217,7.928621768951408
mps-uncap,0.6,80.17635822296143,52.78666019439697,9.048557281494151
mps-uncap,0.7,187.08002567291345,181.44314289092975,11.235113143920897
mps-uncap,0.1,18.65280628204344,16.941781044006344,2.5053095817565927
mps-uncap,0.2,16.74797296524048,17.150173187255863,3.0423021316528347
mps-uncap,0.3,32.92623758316035,20.316383838653568,4.480829238891591
mps-uncap,0.4,44.15992736816408,33.71841430664063,5.811758041381835
