mode,load,0_densenet169-32,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,0.013828277587890625,0.01239776611328125,0.008344650268554688
mps-uncap,0.9,0.0133514404296875,0.011920928955078125,0.008106231689453125
mps-uncap,1.0,0.015974044799804688,0.012159347534179688,0.008106231689453125
mps-uncap,0.5,0.013113021850585938,0.01239776611328125,0.0095367431640625
mps-uncap,0.6,0.012636184692382812,0.01239776611328125,0.009298324584960938
mps-uncap,0.7,0.012874603271484375,0.012874603271484375,0.008106231689453125
mps-uncap,0.1,0.015497207641601562,0.023603439331054688,0.010967254638671875
mps-uncap,0.2,0.015020370483398438,0.014543533325195312,0.009775161743164062
mps-uncap,0.3,0.0133514404296875,0.015020370483398438,0.010251998901367188
mps-uncap,0.4,0.013113021850585938,0.01239776611328125,0.009298324584960938
