mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,459.93491172790544,419.8748350143433,576.1912298202511
mps-uncap,0.9,3601.759004592896,911.3539695739744,1148.3148884773252
mps-uncap,1.0,8245.670182704926,5821.476650238032,6485.119516849517
mps-uncap,0.5,199.6014404296875,166.5545463562012,112.81376838684076
mps-uncap,0.6,448.9679932594295,210.55696487426766,127.87351608276364
mps-uncap,0.7,372.5234031677245,342.7938938140868,192.04329252243036
mps-uncap,0.1,86.18221282958984,66.1135482788086,52.05488204956055
mps-uncap,0.2,123.58295440673831,86.5994548797605,56.18711948394775
mps-uncap,0.3,126.95270538330072,101.56551599502568,50.2570343017578
mps-uncap,0.4,177.80885696411127,165.82621335983345,73.37016105651855
