mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,297.3004341125489,285.6326103210449,257.2892189025879
mps-uncap,0.9,2723.5519886016846,588.537979125977,891.0615205764773
mps-uncap,1.0,6667.483282089235,4940.736103057861,5937.14063167572
mps-uncap,0.5,121.18983268737794,95.79658508300781,54.65316772460938
mps-uncap,0.6,170.93873023986816,122.78904914855958,75.83050727844243
mps-uncap,0.7,242.43855476379397,196.34246826171866,103.45797538757326
mps-uncap,0.1,59.78255271911621,51.05767250061035,39.258480072021484
mps-uncap,0.2,63.373517990112305,56.154584884643555,36.443471908569336
mps-uncap,0.3,77.15501785278322,62.584519386291504,35.133957862854004
mps-uncap,0.4,95.17407417297363,82.4500322341919,45.44520378112794
