mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,72.28510379791261,60.97290515899658,59.69437122344971
mps-uncap,0.9,79.3114185333252,56.62813186645506,61.79213762283325
mps-uncap,1.0,79.47861909866333,55.704822540283196,62.34673976898193
mps-uncap,0.5,76.81859970092773,59.722185134887695,50.72347640991211
mps-uncap,0.6,79.98776435852051,57.711753845214844,60.6219744682312
mps-uncap,0.7,79.5512580871582,57.632102966308594,60.59357404708862
mps-uncap,0.1,69.31097507476808,65.32862663269043,48.42853546142578
mps-uncap,0.2,70.80877304077148,54.84784126281736,51.119413375854485
mps-uncap,0.3,71.19841098785399,59.348690509796164,48.57759237289426
mps-uncap,0.4,74.83525276184079,59.55772399902344,49.82043266296387
