mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,451.62248611450195,499.95970726013184,665.5111312866211
mps-uncap,0.9,3653.1472206115723,1000.5483627319336,1234.868049621582
mps-uncap,1.0,8307.815313339233,5944.097518920898,6585.07776260376
mps-uncap,0.5,171.42176628112793,213.9430046081543,125.52118301391602
mps-uncap,0.6,544.4304943084717,202.82697677612305,112.25724220275879
mps-uncap,0.7,379.64773178100586,440.49978256225586,199.56421852111816
mps-uncap,0.1,45.75800895690918,35.98737716674805,27.417421340942383
mps-uncap,0.2,133.18109512329102,72.2959041595459,40.67635536193848
mps-uncap,0.3,96.61483764648438,73.39835166931152,31.609535217285156
mps-uncap,0.4,164.94011878967285,220.5374240875244,97.89252281188965
