mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,68.41144561767578,58.76421928405762,57.48305320739746
mps-uncap,0.9,77.31032371520996,54.535865783691406,59.45768356323242
mps-uncap,1.0,78.02515029907227,54.5224666595459,59.525513648986816
mps-uncap,0.5,68.63346099853516,55.63616752624512,44.754886627197266
mps-uncap,0.6,73.63426685333252,53.89242172241211,55.15720844268799
mps-uncap,0.7,74.15857315063478,54.20637130737305,56.32462501525879
mps-uncap,0.1,52.572107315063484,49.01695251464844,38.84482383728027
mps-uncap,0.2,60.20088195800782,49.06325340270997,32.04660415649414
mps-uncap,0.3,64.162015914917,53.31146717071533,31.31599426269531
mps-uncap,0.4,66.66350364685059,54.193973541259766,39.38717842102051
