mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,32.83190727233887,29.676198959350586,17.17686653137207
mps-uncap,0.9,37.70017623901367,29.85858917236328,18.924474716186523
mps-uncap,1.0,44.161319732666016,31.424760818481445,17.754077911376953
mps-uncap,0.5,32.7146053314209,29.29520606994629,17.268896102905273
mps-uncap,0.6,32.64188766479492,29.45685386657715,17.283916473388672
mps-uncap,0.7,32.65380859375,29.43253517150879,17.01951026916504
mps-uncap,0.1,34.63578224182129,31.508922576904297,17.84348487854004
mps-uncap,0.2,32.54342079162598,29.505014419555664,17.721891403198242
mps-uncap,0.3,32.80901908874512,29.474973678588867,17.189502716064453
mps-uncap,0.4,32.537221908569336,29.401302337646484,17.536640167236328
