mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,392.3437309265139,367.0308113098145,519.0772819519041
mps-uncap,0.9,3528.1013488769536,858.2383060455321,1101.7830300331116
mps-uncap,1.0,8172.902879714967,5770.399670600886,6427.317314147948
mps-uncap,0.5,134.9186325073242,112.76907920837404,78.17764282226562
mps-uncap,0.6,395.88829278945894,157.06713199615498,90.88768243789667
mps-uncap,0.7,307.876329421997,287.4152278900145,144.3649625778198
mps-uncap,0.1,32.27150440216065,32.24118232727052,18.354177474975586
mps-uncap,0.2,61.547908782959,43.681483268737765,30.37343025207519
mps-uncap,0.3,71.28746032714832,56.41671419143678,25.81151485443114
mps-uncap,0.4,129.1904211044308,112.5007390975957,41.35512351989746
