mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,515.1803493499756,558.272123336792,690.406322479248
mps-uncap,0.9,3727.301597595215,1054.6677112579346,1291.008472442627
mps-uncap,1.0,8376.863718032837,5993.095874786377,6642.088413238525
mps-uncap,0.5,238.31439018249512,268.37611198425293,172.14059829711914
mps-uncap,0.6,585.4587554931641,255.83958625793457,157.56893157958984
mps-uncap,0.7,449.298620223999,494.5635795593262,254.91714477539062
mps-uncap,0.1,94.38586235046387,73.10104370117188,57.68179893493652
mps-uncap,0.2,169.7976589202881,110.05330085754395,65.63425064086914
mps-uncap,0.3,151.60846710205078,117.9971694946289,74.42760467529297
mps-uncap,0.4,228.46317291259766,271.6505527496338,135.99443435668945
