mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,98.06299209594727,101.72438621520996,68.63284111022949
mps-uncap,0.9,1735.8031272888184,252.00676918029785,457.2434425354004
mps-uncap,1.0,3366.966485977173,2090.0022983551025,3157.415509223938
mps-uncap,0.5,60.47558784484863,51.671504974365234,28.347253799438477
mps-uncap,0.6,71.12538814544678,53.905487060546875,34.174323081970215
mps-uncap,0.7,81.33196830749512,62.46185302734375,43.7391996383667
mps-uncap,0.1,35.3846549987793,32.33766555786133,30.60626983642578
mps-uncap,0.2,35.482168197631836,32.33766555786133,20.81608772277832
mps-uncap,0.3,37.58978843688965,33.80990028381348,20.52474021911621
mps-uncap,0.4,53.90810966491699,45.6087589263916,23.717164993286133
