mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,32.796382904052734,29.651641845703125,17.132997512817383
mps-uncap,0.9,33.453941345214844,29.836654663085938,17.342805862426758
mps-uncap,1.0,36.3156795501709,31.409263610839844,17.74144172668457
mps-uncap,0.5,32.68861770629883,29.27994728088379,17.021656036376953
mps-uncap,0.6,32.61613845825195,29.432296752929688,17.215251922607422
mps-uncap,0.7,32.62829780578613,29.420137405395508,16.899585723876953
mps-uncap,0.1,34.517526626586914,31.471729278564453,17.330169677734375
mps-uncap,0.2,32.52553939819336,29.347658157348633,17.21978187561035
mps-uncap,0.3,32.7305793762207,29.407501220703125,16.916275024414062
mps-uncap,0.4,32.51242637634277,29.378175735473633,17.30513572692871
