mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,231.48221969604495,234.67636108398438,200.4075527191162
mps-uncap,0.9,2658.039093017578,534.0709209442143,835.0587368011476
mps-uncap,1.0,6597.437381744387,4888.883018493652,5881.344795227051
mps-uncap,0.5,64.52126502990724,50.77791213989258,23.795890808105476
mps-uncap,0.6,114.50326442718506,77.21276283264164,39.17245864868167
mps-uncap,0.7,183.52098464965835,154.0870666503906,57.97221660614016
mps-uncap,0.1,0.053930282592773444,0.05292892456054689,0.053882598876953125
mps-uncap,0.2,2.4292945861816744,20.829153060913104,4.1352272033691415
mps-uncap,0.3,28.30095291137699,24.654746055603027,7.623124122619625
mps-uncap,0.4,49.178361892700195,40.14253616333008,14.917516708374029
