mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,77.18253135681152,66.93625450134277,65.13428688049316
mps-uncap,0.9,81.9706916809082,59.66901779174805,64.47434425354004
mps-uncap,1.0,81.64691925048828,59.746503829956055,65.12165069580078
mps-uncap,0.5,78.70626449584961,61.347246170043945,54.00967597961426
mps-uncap,0.6,81.94851875305176,59.74459648132324,61.96784973144531
mps-uncap,0.7,82.61489868164062,59.27324295043945,65.24109840393066
mps-uncap,0.1,84.80072021484375,66.12467765808105,57.63554573059082
mps-uncap,0.2,75.87814331054688,58.46858024597168,57.079315185546875
mps-uncap,0.3,78.0792236328125,61.618804931640625,50.67729949951172
mps-uncap,0.4,76.93982124328613,61.869144439697266,55.47046661376953
