mode,load,0_densenet161-32,1_efficientnet_b5-32,2_efficientnet_b6-2
mps-uncap,0.8,398.10336973615637,514.4894596587961,31.63792427306516
mps-uncap,0.9,465.05532650339217,577.013063609301,36.26723819647424
mps-uncap,1.0,439.57262607615314,617.1818809791499,36.15679453079325
mps-uncap,0.5,268.2526885931441,334.6903270853806,21.934796700811496
mps-uncap,0.6,310.1530908101782,404.01880542288495,22.687431366182942
mps-uncap,0.7,352.1637337463979,438.2757157886717,26.9478131250605
mps-uncap,0.1,49.979058666724875,61.473557596167645,3.622641349375049
mps-uncap,0.2,95.53622964770366,131.91880077394146,9.076711011407989
mps-uncap,0.3,150.577132266462,191.90714891635255,12.331817936384128
mps-uncap,0.4,220.53105698792828,277.3243295798273,15.36420853791591
