mode,load,0_vgg13-2,1_efficientnet_b6-4,2_efficientnet_b6-8
mps-uncap,1.0,4.130840301513672,29.578447341918945,26.915931701660156
mig,1.0,3.5364627838134766,19.589972496032715,36.13934516906738
