mode,load,0_vgg13-2,1_efficientnet_b6-4,2_efficientnet_b6-8
mps-uncap,1.0,3.2243728637695312,28.540849685668945,26.099681854248047
mig,1.0,3.47137451171875,19.398927688598633,35.8424186706543
