mode,load,0_vgg13-2,1_efficientnet_b6-4,2_efficientnet_b6-8
mps-uncap,1.0,2.4056434631347656,22.365570068359375,22.352933883666992
mig,1.0,3.386259078979492,18.91636848449707,35.22038459777832
