mode,load,0_vgg13-2,1_efficientnet_b6-4,2_efficientnet_b6-8
mps-uncap,1.0,4.717898368835452,30.553865432739258,27.59602069854736
mig,1.0,3.679513931274414,20.120258331298828,36.760311126708984
