mode,load,0_vgg13-2,1_efficientnet_b6-4,2_efficientnet_b6-8
mps-uncap,1.0,3.224611282348633,28.541088104248047,26.09992027282715
mig,1.0,3.4716129302978516,19.398927688598633,35.8426570892334
