mode,load,0_efficientnet_b6-2,1_inception_v3-16,2_resnet50-4
mps-uncap,0.8,19.593214988708496,10.853767395019531,6.401658058166504
mps-uncap,0.9,19.741249084472656,11.873483657836914,5.989360809326172
mps-uncap,1.0,19.56915855407715,10.9175443649292,6.474733352661133
mps-uncap,0.5,19.579029083251953,11.022615432739258,6.229424476623535
mps-uncap,0.6,19.60451602935791,10.801076889038086,6.1954498291015625
mps-uncap,0.7,19.626188278198242,12.493634223937988,5.951404571533203
mps-uncap,0.1,31.70280456542969,20.514631271362305,11.332154273986816
mps-uncap,0.2,21.378517150878906,18.5239315032959,10.518121719360353
mps-uncap,0.3,20.061969757080078,14.487123489379883,8.396387100219727
mps-uncap,0.4,19.806289672851562,12.206745147705078,6.499767303466797
