mode,load,0_efficientnet_b6-2,1_inception_v3-16,2_resnet50-4
mps-uncap,0.8,22.19414710998535,14.492511749267578,13.090848922729492
mps-uncap,0.9,29.58083152770996,20.9348201751709,14.782190322875977
mps-uncap,1.0,33.21981430053711,25.749683380126953,21.168947219848633
mps-uncap,0.5,26.194334030151367,21.236181259155273,10.187149047851562
mps-uncap,0.6,23.783445358276367,15.443801879882812,9.711980819702148
mps-uncap,0.7,30.37285804748535,27.43244171142578,18.913984298706055
mps-uncap,0.1,34.44480895996094,23.741960525512695,16.84713363647461
mps-uncap,0.2,33.34832191467285,26.300668716430664,16.297101974487305
mps-uncap,0.3,32.42373466491699,21.257638931274414,12.564420700073242
mps-uncap,0.4,24.4443416595459,18.389225006103516,13.514041900634766
