mode,load,0_efficientnet_b6-2,1_inception_v3-16,2_resnet50-4
mps-uncap,0.8,101.02309053238851,1167.4032661603283,661.5453765289171
mps-uncap,0.9,105.0612784102674,1344.1493966461585,738.1276517530601
mps-uncap,1.0,105.60066656860744,1482.6554957492556,698.1843781223313
mps-uncap,0.5,65.43215459615315,753.1205081854628,422.9827285568739
mps-uncap,0.6,73.12423225170235,882.2831906672473,506.3564509887801
mps-uncap,0.7,93.16377701540877,1038.0124829136066,586.9818253118923
mps-uncap,0.1,11.643157683778073,151.81223011935765,82.76469716153878
mps-uncap,0.2,25.155168646592173,293.69074054754003,172.02537489367103
mps-uncap,0.3,38.6985155441673,440.8215783878112,250.73867402441292
mps-uncap,0.4,51.51941918616185,616.3130734914541,339.8966992071966
