mode,load,0_efficientnet_b6-2,1_inception_v3-16,2_resnet50-4
mps-uncap,0.8,117.63274669647217,8.990883827209473,29.326796531677246
mps-uncap,0.9,3488.3337020874023,78.36294174194336,507.45201110839844
mps-uncap,1.0,6083.346128463745,105.58879375457764,5398.041605949402
mps-uncap,0.5,8.84866714477539,0.02574920654296875,0.9858608245849609
mps-uncap,0.6,11.946320533752441,2.1169185638427734,3.310680389404297
mps-uncap,0.7,36.03625297546387,8.73422622680664,6.109952926635742
mps-uncap,0.1,0.041484832763671875,0.034332275390625,0.029325485229492188
mps-uncap,0.2,0.029802322387695312,0.02765655517578125,0.027179718017578125
mps-uncap,0.3,0.02944469451904297,0.025510787963867188,0.02574920654296875
mps-uncap,0.4,0.031948089599609375,0.025510787963867188,0.025033950805664062
