mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4,2_efficientnet_b5-4,3_efficientnet_b5-4
mig,0.1,15.353202819824219,15.444755554199219,15.459060668945312,27.972936630249023
mig,0.2,15.347719192504883,15.426874160766602,15.275239944458008,27.972698211669922
mig,0.3,15.307903289794922,15.241861343383789,15.27261734008789,27.943134307861328
mig,0.4,15.397787094116211,15.357732772827148,15.245914459228516,27.980327606201172
mig,0.5,15.085220336914062,15.31982421875,15.254497528076172,27.994155883789062
mig,0.6,15.228748321533203,15.37013053894043,15.487432479858398,27.965068817138672
mig,0.7,15.061616897583008,15.11383056640625,15.431880950927734,28.0148983001709
mig,0.8,15.230417251586914,15.217781066894531,15.44499397277832,28.03826332092285
mig,0.9,15.633583068847656,15.261411666870117,15.156030654907227,28.026580810546875
mig,1.0,15.330314636230469,15.022754669189453,15.241861343383789,28.03206443786621
