mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4,2_efficientnet_b5-4,3_efficientnet_b5-4
mig,0.1,27.814321517944336,28.714771270751953,27.869892120361328,28.696880340576172
mig,0.2,27.081599235534668,26.84918880462646,26.71218872070313,28.991098403930664
mig,0.3,18.83666038513184,19.053375720977783,20.550363063812256,29.36738014221191
mig,0.4,18.780221939086914,18.338356018066406,18.29075813293457,29.232659339904785
mig,0.5,17.504301071166996,17.783155441284176,17.49646663665771,29.4657826423645
mig,0.6,16.748409271240234,17.1651315689087,17.354888916015625,29.294905662536625
mig,0.7,16.592442989349365,16.55910730361938,16.879329681396484,29.529013633728027
mig,0.8,16.620087623596188,16.622292995452884,16.87443256378174,29.50092077255249
mig,0.9,16.80734157562255,16.51182174682617,16.550121307373043,29.81295108795166
mig,1.0,16.528186798095696,16.329941749572754,16.493074893951416,29.66814517974853
