mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4,2_efficientnet_b5-4,3_efficientnet_b5-4
mig,0.1,27.208333705148405,27.543792298603275,28.11235587597966,14.050273095210185
mig,0.2,55.4721177803314,54.46210061998202,55.79980334418258,30.804841286965463
mig,0.3,88.44891807485637,85.5945640847035,83.40199096880808,47.10973541515959
mig,0.4,112.86040415156272,116.41895235282858,117.64093256530164,59.66172242631145
mig,0.5,140.95992224569565,145.42524865615988,137.6908600370084,76.23642404112653
mig,0.6,166.01241153090712,163.92746357770713,165.65145556865042,91.48014120235662
mig,0.7,199.30158603217666,204.10668090509526,193.31224827470243,107.21009971978712
mig,0.8,230.48399237167254,229.5759587728892,222.07460245775667,121.67942965273572
mig,0.9,250.34651508069086,249.36942064115863,250.6482184655527,138.65376455627762
mig,1.0,255.35315069283038,259.7399490452759,257.1761846154646,141.13930544278892
