mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,40.53306579589844,14.231204986572266,13.94796371459961,12.99905776977539
