mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,31.35538101196289,10.780811309814453,10.669708251953125,3.7331581115722656
