mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,35.16960144042969,11.449098587036133,11.49296760559082,8.414745330810547
