mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,35.976505279541016,12.771129608154297,12.763166427612305,10.326957702636719
