mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,37.55159378051758,13.02358627319336,12.99950122833252,11.533575057983398
