mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,227.5098762824796,2731.184595462288,2731.1944573894375,503.7613621203864
