mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,35.97664833068848,12.771129608154297,12.763357162475586,10.32710075378418
