mode,load,0_densenet121-8,1_densenet169-16,2_resnet50-16
mps-uncap,0.8,35.96782684326172,64.89229202270508,27.40478515625
mps-uncap,0.9,54.2072057723999,324.27966594696045,398.1149196624756
mps-uncap,1.0,3229.914903640747,4048.1215715408325,3478.097915649414
mps-uncap,0.5,16.359567642211914,23.028254508972168,11.029958724975586
mps-uncap,0.6,19.720077514648438,26.941537857055664,12.757062911987305
mps-uncap,0.7,23.730993270874023,35.634756088256836,15.912532806396484
mps-uncap,0.1,22.301435470581055,28.406858444213867,10.770559310913086
mps-uncap,0.2,20.377516746520996,21.15631103515625,10.395526885986328
mps-uncap,0.3,16.394853591918945,20.401477813720703,9.935855865478516
mps-uncap,0.4,15.164375305175781,22.510886192321777,10.264396667480469
