mode,load,0_densenet121-8,1_densenet169-16,2_resnet50-16
mps-uncap,0.8,283.4129333496094,306.304931640625,243.63207817077637
mps-uncap,0.9,301.3484477996826,1056.095838546753,863.778829574585
mps-uncap,1.0,6133.430480957031,7897.075653076172,6523.658037185669
mps-uncap,0.5,93.08409690856934,117.98620223999023,69.68998908996582
mps-uncap,0.6,102.51164436340332,197.39413261413574,85.19387245178223
mps-uncap,0.7,249.95875358581543,194.7154998779297,140.56825637817383
mps-uncap,0.1,57.85822868347168,47.580718994140625,28.553485870361328
mps-uncap,0.2,59.83448028564453,62.291622161865234,28.908252716064453
mps-uncap,0.3,49.6983528137207,49.59607124328613,39.00766372680664
mps-uncap,0.4,47.87898063659668,87.38064765930176,52.20651626586914
