mode,load,0_densenet121-8,1_densenet169-16,2_resnet50-16
mps-uncap,0.8,16.681790351867676,34.30366516113281,16.568422317504883
mps-uncap,0.9,34.99269485473633,290.6379699707031,386.3840103149414
mps-uncap,1.0,3205.1212787628174,4012.4388933181763,3466.9597148895264
mps-uncap,0.5,0.023603439331054688,0.024080276489257812,0.021219253540039062
mps-uncap,0.6,0.02658367156982422,0.024318695068359375,1.9742250442504883
mps-uncap,0.7,5.597829818725586,8.678555488586426,6.07609748840332
mps-uncap,0.1,0.04076957702636719,0.041484832763671875,0.04076957702636719
mps-uncap,0.2,0.031948089599609375,0.040531158447265625,0.029325485229492188
mps-uncap,0.3,0.029087066650390625,0.029325485229492188,0.026464462280273438
mps-uncap,0.4,0.025987625122070312,0.02765655517578125,0.024080276489257812
