mode,load,0_densenet121-8,1_densenet169-16,2_resnet50-16
mps-uncap,0.8,214.44964885711653,242.69777297973633,169.56478118896484
mps-uncap,0.9,201.6546273231508,942.0627713203431,826.6395235061646
mps-uncap,1.0,5925.202760696411,7749.509081840515,6430.49201965332
mps-uncap,0.5,45.928096771240185,51.284258365630926,35.233974456787216
mps-uncap,0.6,59.676642417907715,77.54235267639156,42.49600172042842
mps-uncap,0.7,190.00698089599612,119.59011554718015,89.66698646545409
mps-uncap,0.1,25.60869693756106,23.483915328979524,10.054688453674318
mps-uncap,0.2,28.71066570281963,26.25357627868655,13.173949718475308
mps-uncap,0.3,21.745324134826653,25.27906417846678,18.29128265380863
mps-uncap,0.4,25.336074829101523,40.75922966003418,23.375911712646502
