mode,load,0_densenet169-32,1_inception_v3-32,2_resnet50-16
mps-uncap,0.8,519.7207016006063,859.4439053018643,908.3267612170895
mps-uncap,0.9,601.1128746303451,988.9651835830275,1011.0206269259251
mps-uncap,1.0,607.9722365158203,1113.6047789188804,1107.5261603769225
mps-uncap,0.5,332.4625120089885,545.9784179392856,552.1318708551429
mps-uncap,0.6,388.8203582971302,647.8175557316291,655.8845717119067
mps-uncap,0.7,424.2685094584248,761.8495775290734,753.6630382758458
mps-uncap,0.1,68.36360272811149,106.15988221002007,97.5113557075771
mps-uncap,0.2,118.96204810775444,227.99202535585323,227.124912645575
mps-uncap,0.3,196.98170423378747,321.56358035652295,322.73882140922944
mps-uncap,0.4,252.98169124373916,450.6594725157081,441.4907772423657
