mode,load,0_densenet169-32,1_inception_v3-32,2_resnet50-16
mps-uncap,0.8,48.645615577697754,29.275989532470707,15.095663070678711
mps-uncap,0.9,50.104618072509766,30.456900596618652,16.0733699798584
mps-uncap,1.0,50.894784927368164,30.87015151977539,16.85788631439209
mps-uncap,0.5,37.22059726715088,22.744512557983402,12.671899795532227
mps-uncap,0.6,41.7332649230957,25.38917064666748,13.764429092407227
mps-uncap,0.7,44.588327407836914,25.72047710418701,14.459943771362308
mps-uncap,0.1,25.44727325439453,13.38648796081543,8.315587043762205
mps-uncap,0.2,29.60371971130371,16.344547271728516,9.645342826843262
mps-uncap,0.3,31.09054565429688,19.45385932922364,10.541629791259766
mps-uncap,0.4,35.31107902526856,20.776653289794922,11.653757095336912
