mode,load,0_densenet169-32,1_inception_v3-32,2_resnet50-16
mps-uncap,0.8,113.3697509765625,68.0797338485718,48.85969161987305
mps-uncap,0.9,235.07122993469247,162.12999820709229,80.88502883911133
mps-uncap,1.0,998.0362892150881,456.6589117050172,224.4511842727662
mps-uncap,0.5,55.34207820892334,28.914785385131836,17.863607406616218
mps-uncap,0.6,63.50243091583252,37.998414039611845,22.921323776245117
mps-uncap,0.7,84.74111557006836,42.00267791748047,27.406191825866713
mps-uncap,0.1,27.196955680847168,13.937950134277344,8.945512771606442
mps-uncap,0.2,32.47227668762207,19.150257110595703,11.060953140258789
mps-uncap,0.3,37.61944770812989,21.95553779602051,12.82010078430176
mps-uncap,0.4,43.01548004150391,24.3058204650879,14.927434921264648
