mode,load,0_densenet169-32,1_inception_v3-32,2_resnet50-16
mps-uncap,0.8,51.00869655609131,31.321818828582767,18.796167373657227
mps-uncap,0.9,51.35557174682617,31.51003122329712,19.081039428710938
mps-uncap,1.0,51.74619674682617,31.735453605651852,19.4763708114624
mps-uncap,0.5,46.418607234954834,28.842554092407227,16.720120906829834
mps-uncap,0.6,48.44635725021362,30.11255502700806,18.025321960449187
mps-uncap,0.7,49.69346523284912,29.02781963348389,18.703906536102295
mps-uncap,0.1,31.74624204635619,20.889377593994148,12.0005464553833
mps-uncap,0.2,36.67518615722656,22.0670223236084,14.104745388031008
mps-uncap,0.3,40.56652069091793,26.12311363220215,14.91495132446289
mps-uncap,0.4,42.99514770507813,27.476329803466797,16.850905418395964
