mode,load,0_resnet101-32,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,37.58277893066406,19.080209732055664,10.645627975463867
mps-uncap,0.9,38.18662166595459,18.187522888183594,12.610554695129395
mps-uncap,1.0,38.343214988708496,18.31374168395996,12.296199798583986
mps-uncap,0.5,33.05487632751465,14.332175254821777,9.185957908630373
mps-uncap,0.6,34.512996673583984,15.043592453002928,9.785175323486328
mps-uncap,0.7,36.50960922241211,17.64841079711914,9.829211235046392
mps-uncap,0.1,31.10194206237793,11.5159273147583,6.46824836730957
mps-uncap,0.2,28.430891036987305,12.111377716064453,7.665395736694336
mps-uncap,0.3,29.48455810546875,13.265132904052734,7.2068214416503915
mps-uncap,0.4,31.785106658935547,13.53623867034912,8.577418327331547
