mode,load,0_resnet101-32,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,73.3492374420166,24.132490158081055,13.926029205322266
mps-uncap,0.9,691.7847394943237,37.51063346862793,681.4771890640259
mps-uncap,1.0,2012.1279954910278,203.60851287841797,3491.705894470215
mps-uncap,0.5,30.791759490966797,10.466933250427246,6.401658058166504
mps-uncap,0.6,33.831119537353516,11.053800582885742,7.307767868041992
mps-uncap,0.7,44.11888122558594,14.908552169799805,9.087324142456055
mps-uncap,0.1,24.36542510986328,10.961532592773438,4.764556884765625
mps-uncap,0.2,24.918556213378906,10.96796989440918,4.612922668457031
mps-uncap,0.3,25.298476219177246,10.914802551269531,4.684925079345703
mps-uncap,0.4,27.41837501525879,10.657191276550293,5.233407020568848
