mode,load,0_resnet101-32,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,754.3070123096885,405.0964575873519,1592.1251995780715
mps-uncap,0.9,882.9096247315632,443.3901456954762,1783.5358986583378
mps-uncap,1.0,859.7793016655633,505.3281031418972,1752.5409680512935
mps-uncap,0.5,487.993827019074,255.7545069910617,1007.7016899449335
mps-uncap,0.6,567.5099505413525,302.473277187076,1194.6645999648204
mps-uncap,0.7,663.2357841341593,350.9902008099243,1389.183539497556
mps-uncap,0.1,78.11184877608412,51.64186411472898,201.0347717881428
mps-uncap,0.2,207.7176327276068,99.78317086751944,409.32675624064456
mps-uncap,0.3,260.4675643418555,148.31582721148817,611.9841715842524
mps-uncap,0.4,386.6421428969387,209.44588578316697,821.6432994107982
