mode,load,0_resnet50-32,1_resnet50-32,2_resnet50-32,3_resnet50-32
mig,0.1,45.102477073669434,45.16267776489258,45.31526565551758,87.79215812683105
mig,0.2,46.48876190185547,46.538352966308594,46.739816665649414,89.6756649017334
mig,0.3,46.468257904052734,46.40543460845947,45.51076889038086,89.02835845947266
mig,0.4,46.6914176940918,50.21500587463379,46.8592643737793,90.21639823913574
mig,0.5,50.93240737915039,58.25304985046387,61.31017208099365,105.6361198425293
mig,0.6,73.81844520568848,63.85064125061035,70.42908668518066,127.05552577972412
mig,0.7,99.98273849487305,85.81137657165527,90.95454216003418,232.7418327331543
mig,0.8,170.0613498687744,157.83095359802246,192.22724437713623,284.7921848297119
mig,0.9,2798.699378967285,859.2948913574219,902.6150703430176,2142.3498392105103
mig,1.0,4811.137914657593,5639.4301652908325,4429.568290710449,3601.2375354766846
