mode,load,0_resnet50-32,1_resnet50-32,2_resnet50-32,3_resnet50-32
mig,0.1,38.60884904861455,39.144814014434814,33.732547760009886,65.00661373138428
mig,0.2,78.73843193054178,69.31847095489509,68.74532699584968,178.536057472229
mig,0.3,84.03098583221436,77.11110353469847,79.07736301422123,176.22144222259513
mig,0.4,106.65776729583737,128.33266735076913,108.47849845886239,231.76883697509794
mig,0.5,153.84957790374762,165.4945850372316,173.0467200279235,281.6347694396974
mig,0.6,258.55016708374023,206.46665573120123,222.45305776596064,413.97690057754517
mig,0.7,343.2192707061767,370.87523460388144,282.30208873748774,1334.8212957382207
mig,0.8,658.2452297210693,440.9103488922119,824.5223474502565,1799.0231037139888
mig,0.9,4846.017322540282,2951.794645786286,1950.0653886795042,4131.822118759155
mig,1.0,8108.904881477356,11900.980870723724,9723.533163070679,10514.180660247805
