mode,load,0_resnet50-32,1_resnet50-32,2_resnet50-32,3_resnet50-32
mig,0.1,77.45712969246004,70.61250843849191,81.53598207306857,43.64273558816317
mig,0.2,165.31756410496746,163.45882944778708,157.11733309396462,82.72833698684684
mig,0.3,239.71357499392343,233.11154240552077,221.28839347390095,114.16566253610858
mig,0.4,308.6937348312971,333.1549571361923,323.36121565755434,176.73779274678674
mig,0.5,374.6758762336827,401.91886861941,419.87170933851843,194.16167518047234
mig,0.6,483.3988331673052,451.3936316778544,468.33717153609723,234.5872874301035
mig,0.7,557.1128753978644,523.8152187440662,568.0926282852557,296.7245022806981
mig,0.8,638.0612185933867,614.2502644291152,631.4499809040411,311.38517406995027
mig,0.9,690.6247406658466,688.9781714775633,690.7249776461831,357.5590415687954
mig,1.0,701.2576207509352,699.9056438210351,698.7915448147021,360.9289057392603
