mode,load,0_resnet50-32,1_densenet201-4,2_resnet101-8
mps-uncap,1.0,1802.2789446107556,82.96599421665765,370.07241622186586
mig,1.0,1209.4784767079336,191.5743716651073,415.5479370450344
