mode,load,0_resnet50-32,1_densenet201-4,2_resnet101-8
mps-uncap,1.0,0.0007152557373046875,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
