mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_resnet18-32,3_vgg19-16
mps-uncap,1.0,0.0007152557373046875,0.010013580322265625,0.0007152557373046875,0.0007152557373046875
