mode,load,0_vgg11-4,1_vgg11-4,2_vgg11-4,3_vgg11-4
mig,0.1,6.403446197509766,6.424665451049805,6.430864334106445,12.749433517456055
mig,0.2,6.39796257019043,6.4220428466796875,6.4220428466796875,12.720346450805664
mig,0.3,6.396770477294922,6.422281265258789,6.422519683837891,12.727022171020508
mig,0.4,6.391763687133789,6.409883499145508,6.414890289306641,12.72273063659668
mig,0.5,6.388187408447266,6.40869140625,6.404638290405273,12.727737426757812
mig,0.6,6.383657455444336,6.412029266357422,6.407737731933594,12.713432312011719
mig,0.7,6.388425827026367,6.401538848876953,6.408452987670898,12.711048126220703
mig,0.8,6.393671035766602,6.4144134521484375,6.405353546142578,12.72439956665039
mig,0.9,6.387472152709961,6.4144134521484375,6.413936614990234,12.725114822387695
mig,1.0,6.407976150512695,6.4296722412109375,6.433248519897461,12.751340866088867
