mode,load,0_vgg11-4,1_vgg11-4,2_vgg11-4,3_vgg11-4
mig,0.1,0.07266998291015626,0.07510185241699219,0.07343292236328125,0.2064228057861377
mig,0.2,3.706932067871093,3.978347778320313,4.097938537597656,6.332015991210939
mig,0.3,5.49583435058594,5.406379699707044,5.492234230041505,10.87391376495362
mig,0.4,6.472730636596681,6.436729431152343,6.266331672668457,12.273311614990238
mig,0.5,8.936405181884766,8.911228179931655,9.199905395507812,20.61138153076173
mig,0.6,11.74774169921875,12.625885009765625,12.238502502441406,22.594308853149425
mig,0.7,17.506742477416992,19.98448371887207,18.95895004272461,36.370062828063965
mig,0.8,29.54444885253907,28.626203536987305,24.84965324401856,61.41734123229983
mig,0.9,52.76312828063964,58.133840560913086,52.787041664123535,215.90576171875006
mig,1.0,493.79658699035645,241.16086959838867,402.0196199417115,1239.3737316131592
