mode,load,0_vgg11-4,1_vgg11-4,2_vgg11-4,3_vgg11-4
mig,0.1,59.03873072838062,58.79504910771671,56.22648183185583,30.054515460952697
mig,0.2,121.33686729961259,116.7347982623714,115.4935899761109,60.708927750073954
mig,0.3,177.98498531303068,172.92736647794126,182.9676668973582,88.98026081276168
mig,0.4,233.43738626559255,236.91256630840732,236.96736043242714,116.6204973993216
mig,0.5,286.37353171102325,299.1310353892345,298.4723809430016,156.67943824750142
mig,0.6,351.41644350812527,347.18022291970874,354.866899366013,174.9985931360427
mig,0.7,417.5444879958821,420.54612638786256,413.6381662850988,211.91080481472005
mig,0.8,482.240953635623,474.6764565757029,468.9754970119678,251.5718896668909
mig,0.9,523.0648767902785,532.1756597255013,530.0162865680221,278.48357683019
mig,1.0,602.3338754570127,587.6978215501184,599.7788854571165,301.31046713189323
