mode,load,0_densenet121-2,1_densenet161-8,2_resnet50-16
mps-uncap,0.8,19.16179656982422,29.779624938964844,11.011362075805664
mps-uncap,0.9,16.477251052856445,28.920912742614746,11.615300178527832
mps-uncap,1.0,19.25530433654785,26.254892349243164,11.664748191833496
mps-uncap,0.5,14.9033784866333,26.707220077514652,11.09013557434082
mps-uncap,0.6,15.088915824890137,27.405261993408203,11.329746246337892
mps-uncap,0.7,18.192648887634277,25.017404556274414,11.534929275512695
mps-uncap,0.1,26.49185657501221,29.829692840576172,11.58449649810791
mps-uncap,0.2,21.6463565826416,28.773069381713867,10.986948013305664
mps-uncap,0.3,18.603754043579105,24.385499954223633,10.859537124633789
mps-uncap,0.4,15.127062797546387,25.1035213470459,11.086630821228031
