mode,load,0_densenet121-2,1_densenet161-8,2_resnet50-16
mps-uncap,0.8,108.40289758946287,247.13603013729488,1385.5336638707277
mps-uncap,0.9,125.93603963303272,285.3117273731747,1514.3727438251356
mps-uncap,1.0,112.06083603477961,314.32476147978207,1494.9328832415435
mps-uncap,0.5,68.61790203336824,161.17410384806007,875.1567993251814
mps-uncap,0.6,82.0499576696044,185.75049144772697,1005.3491621032194
mps-uncap,0.7,95.86194579194873,216.61815922234214,1204.871861967849
mps-uncap,0.1,14.03028056136232,30.578849048107283,172.25286593988383
mps-uncap,0.2,26.96960313341464,60.555525106705446,349.9975376360744
mps-uncap,0.3,42.52057302354163,94.47361304345677,507.3148372710054
mps-uncap,0.4,53.88746384643784,124.8237062096689,657.1023212292939
