mode,load,0_densenet121-2,1_densenet161-8,2_resnet50-16
mps-uncap,0.8,16.529560089111328,27.187347412109375,9.621620178222656
mps-uncap,0.9,15.17176628112793,27.98604965209961,10.350584983825684
mps-uncap,1.0,17.93038845062256,25.030851364135742,10.499954223632812
mps-uncap,0.5,12.833476066589355,19.35720443725586,8.431315422058105
mps-uncap,0.6,12.86017894744873,20.74718475341797,9.243249893188477
mps-uncap,0.7,13.750433921813965,21.805763244628906,9.649038314819336
mps-uncap,0.1,21.10588550567627,27.818918228149414,10.466337203979492
mps-uncap,0.2,15.02084732055664,19.322633743286133,9.65738296508789
mps-uncap,0.3,13.54074478149414,18.651247024536133,8.70370864868164
mps-uncap,0.4,12.939095497131348,19.008159637451172,8.44430923461914
