mode,load,0_resnet50-32,1_vgg11-2,2_vgg13-8
mps-uncap,0.8,889.0104268787326,227.18060870925402,745.3427471630949
mps-uncap,0.9,965.1564456635396,258.41838378533976,819.8670550403679
mps-uncap,1.0,1076.8006079746074,291.02046908342214,943.3104225266716
mps-uncap,0.5,550.7887940365085,147.5218992085543,448.428322689251
mps-uncap,0.6,674.6035156375932,173.5066145477954,570.9851089107123
mps-uncap,0.7,745.1826981021004,201.3930998256564,663.3383947369986
mps-uncap,0.1,109.54962437142848,29.092190358372108,94.60645409649509
mps-uncap,0.2,207.36757473807882,56.61695285730722,183.5712713524459
mps-uncap,0.3,333.9057548254607,87.0425829949632,277.70935929680974
mps-uncap,0.4,417.91614334363794,116.80638870829436,374.2548093840656
