mode,load,0_resnet50-32,1_vgg11-2,2_vgg13-8
mps-uncap,0.8,11.513233184814453,1.3675689697265625,4.451513290405273
mps-uncap,0.9,11.658668518066406,1.348733901977539,4.408597946166992
mps-uncap,1.0,13.313770294189453,1.3818740844726562,4.476785659790039
mps-uncap,0.5,11.547088623046875,1.3461112976074219,4.423618316650391
mps-uncap,0.6,11.534690856933594,1.3480186462402344,4.446744918823242
mps-uncap,0.7,11.56306266784668,1.371145248413086,4.451513290405273
mps-uncap,0.1,11.526346206665039,1.3740062713623047,4.427433013916016
mps-uncap,0.2,11.527061462402344,1.3377666473388672,4.418134689331055
mps-uncap,0.3,11.547327041625977,1.3377666473388672,4.426002502441406
mps-uncap,0.4,11.529922485351562,1.3408660888671875,4.435539245605469
