mode,load,0_resnet50-32,1_vgg11-2,2_vgg13-8
mps-uncap,0.8,21.285295486450195,4.080295562744141,6.6710710525512695
mps-uncap,0.9,25.299429893493652,5.283832550048828,7.294178009033203
mps-uncap,1.0,28.59044075012207,6.092071533203125,7.988929748535156
mps-uncap,0.5,15.31064510345459,1.8399953842163086,4.849791526794434
mps-uncap,0.6,16.946792602539062,2.744913101196289,5.326032638549805
mps-uncap,0.7,18.582820892333984,3.335237503051758,5.608558654785156
mps-uncap,0.1,11.590123176574707,1.754164695739746,4.513263702392578
mps-uncap,0.2,12.212872505187988,1.73187255859375,4.500389099121094
mps-uncap,0.3,12.47406005859375,1.7124414443969727,4.52733039855957
mps-uncap,0.4,13.263225555419922,1.7240047454833984,4.550695419311523
